Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
The Completionist,2011–,"Short, Comedy",USA,7.6,153,tt3161176,2011,76
Inside Web Series,2013–,Documentary,Australia,8.5,47,tt3161712,2013,85
Verliefd op Ibiza,2013–,"Comedy, Romance",Netherlands,6,76,tt3162326,2013,60
Utopia,2014–,Comedy,Australia,8.2,"1,220",tt3163562,2014,82
Criss Angel Believe,2013–,Reality-TV,USA,5.6,195,tt3163800,2013,56
Old School,2014,"Comedy, Crime",Australia,8.1,384,tt3164100,2014,81
Guy's Grocery Games,2013–,"Game-Show, Reality-TV",USA,6.3,606,tt3165150,2013,63
Inside the American Mob,2013–,"Documentary, Biography, Crime, History",USA,8.3,511,tt3168804,2013,83
Samurai Flamenco,2013–,"Animation, Action, Comedy",Japan,6.7,226,tt3169618,2013,67
Ghost Ghirls,2013–,Comedy,USA,7.2,133,tt3171226,2013,72
Ja'mie: Private School Girl,2013,Comedy,Australia,7.3,"3,190",tt3173854,2013,73
Boys Before Friends,2013–,"Romance, War",USA,3.2,133,tt3174316,2013,32
The Story of the Jews,2013–,Documentary,UK,7,209,tt3174914,2013,70
Sonpari,2001,"Drama, Family, Fantasy",India,6.9,204,tt3175266,2001,69
Total Drama All Stars,2013–2014,"Animation, Action, Comedy, Drama",Canada,6.5,"1,538",tt3177810,2013,65
I Wanna Marry 'Harry',2014,"Reality-TV, Romance",USA,3.9,416,tt3181412,2014,39
A Chef's Life,2013–,Reality-TV,USA,7.7,130,tt3181672,2013,77
Russell Peters Versus the World,2013–,"Documentary, Comedy",USA,5.5,143,tt3182064,2013,55
Remedy,2014–,"Drama, Family",Canada,7.2,547,tt3182934,2014,72
Rise of Animals: Triumph of the Vertebrates,2013–,Documentary,UK,8.6,566,tt3183214,2013,86
London Irish,2013–,Comedy,UK,7.6,689,tt3183264,2013,76
Master's Sun,2013–,"Comedy, Fantasy, Horror, Romance",South Korea,8.3,"2,459",tt3184674,2013,83
Who Are You,2013–,"Fantasy, Horror, Mystery, Romance, Thriller",South Korea,6.9,175,tt3184700,2013,69
Good Doctor,2013,"Drama, Romance",South Korea,8.2,884,tt3184708,2013,82
Scent of a Woman,2011,"Drama, Romance",South Korea,7.9,325,tt3184724,2011,79
Pupa,2014–,"Animation, Short, Horror",Japan,3,243,tt3185682,2014,30
Vinyl,2016,"Drama, Music",USA,7.8,"19,119",tt3186130,2016,78
Finding Carter,2014–2015,Drama,USA,7.6,"6,330",tt3186138,2014,76
Eye Candy,2015,"Crime, Drama, Mystery, Thriller",USA,7.3,"6,442",tt3186162,2015,73
Cheo Yong,2014–,"Crime, Fantasy, Mystery",South Korea,7.8,56,tt3186614,2014,78
The Mysteries of Laura,2014–2016,"Comedy, Crime, Mystery",USA,6.8,"8,259",tt3187578,2014,68
Les pêcheurs,2013–,Comedy,Canada,5.5,258,tt3188482,2013,55
Gravity Falls Shorts,2013–2014,"Animation, Short, Adventure",USA,8.5,617,tt3189976,2013,85
Arman ja viimeinen ristiretki,2013–,Reality-TV,Finland,7.9,105,tt3190372,2013,79
Metástasis,2014,"Crime, Drama, Thriller","Colombia, USA",3,"1,036",tt3190448,2014,30
Outbreak Company,2013–,"Animation, Comedy, Drama, Fantasy",Japan,7.1,221,tt3196310,2013,71
Whatever This Is.,2013–,Drama,USA,8.4,89,tt3196318,2013,84
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job.",2013–,"Animation, Action, Comedy",Japan,6.8,99,tt3196524,2013,68
Being: Mike Tyson,2013–,Documentary,USA,8.4,192,tt3197914,2013,84
The Slow Mo Guys,2010–,,UK,8.9,779,tt3198590,2010,89
Sakura Trick,2014–,"Animation, Comedy, Romance",Japan,7.3,223,tt3198956,2014,73
Hormones,2013–2015,"Comedy, Drama, Romance",Thailand,8,436,tt3199398,2013,80
Dave Gorman: Modern Life Is Goodish,2013–2017,Comedy,UK,8.2,350,tt3203366,2013,82
Culture in Decline,2012–,Documentary,USA,8.4,416,tt3203700,2012,84
On Cinema,2012–,"Comedy, Talk-Show",USA,8.9,484,tt3204810,2012,89
Satisfaction,2014–2015,Drama,USA,7.3,"3,727",tt3205236,2014,73
Beat Bobby Flay,2013–,Reality-TV,USA,6.2,480,tt3205302,2013,62
How to Get Away with Murder,2014–,"Crime, Drama, Mystery, Thriller",USA,8.2,"101,009",tt3205802,2014,82
Got to Believe,2013–,Romance,Philippines,8.6,34,tt3206844,2013,86
I kveld med YLVIS,2011–,"Comedy, Talk-Show",Norway,7.2,257,tt3208806,2011,72
Mahabharat,2013–2014,"Drama, History, War",India,8.8,"2,774",tt3212600,2013,88
Fatih Harbiye,2013–,"Drama, Romance",Turkey,6.1,136,tt3213296,2013,61
Gundam Build Fighters,2013–,"Animation, Action, Comedy",Japan,7.4,125,tt3213642,2013,74
Tom Green Live,2013–,"Comedy, Talk-Show",USA,3.4,204,tt3213936,2013,34
"B&b, de boca en boca",2014–2015,"Comedy, Drama",Spain,6.5,124,tt3214648,2014,65
Missing You,2012–2013,"Drama, Romance",South Korea,7.8,364,tt3215124,2012,78
Nine: Nine Time Travels,2013,"Fantasy, Mystery, Romance",South Korea,8.2,332,tt3215140,2013,82
Battle Creek,2015,"Comedy, Crime, Drama",USA,7.4,"7,465",tt3215364,2015,74
Superman: Red Son,2009–,"Animation, Action, Adventure",USA,7,94,tt3215888,2009,70
Secret Love,2013,"Drama, Romance",South Korea,8.2,549,tt3215892,2013,82
Bharat Ka Veer Putra - Maharana Pratap,2013–,Biography,India,7.6,169,tt3216182,2013,76
Prospectors,2013–,Reality-TV,USA,7.1,151,tt3216258,2013,71
The Brink,2015,Comedy,USA,7.8,"12,169",tt3216586,2015,78
Dr. Ken,2015–2017,Comedy,USA,5.7,"3,578",tt3216608,2015,57
A to Z,2014–2015,"Comedy, Romance",USA,6.7,"5,350",tt3216682,2014,67
Porter Ridge,2013–,Reality-TV,USA,6.8,104,tt3216868,2013,68
Pig Goat Banana Cricket,2015–2017,"Animation, Comedy, Fantasy",USA,3.9,413,tt3218114,2015,39
The Social,2013–,Talk-Show,Canada,4.6,63,tt3218622,2013,46
MasterChef Canada,2014–,Reality-TV,Canada,6.2,319,tt3219166,2014,62
Harvey Beaks,2015–2017,"Animation, Comedy, Family, Fantasy",USA,6.9,"1,147",tt3219170,2015,69
Shookhi Kardam,2013–,Comedy,Iran,7.2,297,tt3220046,2013,72
Helena's Shadow,2014–,"Action, Comedy, Drama",Brazil,4.8,314,tt3220134,2014,48
Mosgaz,2012–,Crime,Russia,7.2,68,tt3220894,2012,72
Lucky Dog,2013–,Family,USA,8.5,109,tt3220976,2013,85
Chozen,2014,"Animation, Comedy",USA,6.3,"1,730",tt3221268,2014,63
The People's Couch,2013–,Reality-TV,USA,8.5,302,tt3221558,2013,85
What Life Took from Me,2013–2014,"Drama, Romance",Mexico,8.3,526,tt3223004,2013,83
Noragami,2014–2016,"Animation, Adventure, Comedy, Fantasy",Japan,7.9,"7,265",tt3225270,2014,79
You're the Worst,2014–,"Comedy, Drama, Romance",USA,8.1,"20,265",tt3228420,2014,81
Empire,2015–,"Drama, Music",USA,7.5,"35,109",tt3228904,2015,75
The Kelly File,2013–2017,"News, Talk-Show",USA,4.6,319,tt3228960,2013,46
Impress Me,2015–,Comedy,USA,7.7,124,tt3229454,2015,77
The Last Man on Earth,2015–2018,"Action, Comedy, Drama, Romance, Sci-Fi",USA,7.4,"47,714",tt3230454,2015,74
The Returned,2015,"Drama, Fantasy, Horror",USA,7.1,"10,876",tt3230780,2015,71
The Expanse,2015–,"Drama, Mystery, Sci-Fi, Thriller","USA, Canada",8.4,"65,429",tt3230854,2015,84
Survivor's Remorse,2014–,Drama,USA,6.9,"1,976",tt3231022,2014,69
Skin Wars,2014–,Reality-TV,USA,7.1,851,tt3231286,2014,71
Manhattan,2014–2015,"Drama, History, War",USA,7.8,"7,073",tt3231564,2014,78
Sonic Boom,2014–2017,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","USA, France",7.9,"4,755",tt3232262,2014,79
The Great Christmas Light Fight,2013–,Reality-TV,USA,6.3,133,tt3233452,2013,63
Hank Zipzer,2014–,"Comedy, Family",UK,7.2,161,tt3236954,2014,72
The Ottomans: Europe's Muslim Emperors,2013–,"Documentary, History",UK,7.1,221,tt3239918,2013,71
Hitler and the Nazis,2011–,"Documentary, Biography, History",USA,6.8,135,tt3239958,2011,68
Arabs' Got Talent,2011–,"Game-Show, Music, Reality-TV",Lebanon,6.7,219,tt3240080,2011,67
Was It Something I Said?,2013,"Comedy, Game-Show",UK,7.6,514,tt3240572,2013,76
Bir Çocuk Sevdim,2011–2012,"Drama, Romance",Turkey,7.3,74,tt3241162,2011,73
Hostages,2013–,"Drama, Thriller",Israel,7.8,603,tt3242480,2013,78
Tuscan Passion,2012–,"Drama, Mystery, Romance",Italy,7,129,tt3242776,2012,70
Heirs,2013–,"Comedy, Drama, Romance",South Korea,7.6,"3,981",tt3243098,2013,76
Safety First,2013–2014,Comedy,Belgium,7.2,397,tt3245250,2013,72
Freezing Vibration,2013–,"Animation, Action, Drama, Sci-Fi",Japan,7.2,479,tt3246306,2013,72
Pradhanmantri,2013–,News,India,9.2,425,tt3246616,2013,92
The World That They Live In,2008–,"Drama, Romance",South Korea,8,90,tt3246872,2008,80
God of Study,2010–,"Comedy, Romance",South Korea,7.7,69,tt3247004,2010,77
2 Days 1 Night,2007–,"Adventure, Comedy, Family",South Korea,7.7,110,tt3247300,2007,77
Zoo,2015–2017,"Drama, Mystery, Sci-Fi, Thriller",USA,6.9,"19,100",tt3250026,2015,69
Ultimate Survival Alaska,2013–,Reality-TV,USA,7.8,445,tt3250562,2013,78
You Are the Best!,2013–,"Comedy, Drama, Romance",South Korea,7.7,83,tt3250818,2013,77
Brousko,2013–,"Drama, Romance",Cyprus,6,143,tt3253748,2013,60
Emma Approved,2013–,Comedy,USA,8.2,574,tt3254928,2013,82
Black Bullet,2014–,"Animation, Action, Mystery, Sci-Fi",Japan,7.2,"1,723",tt3257166,2014,72
Teenagers,2014–,"Short, Drama, Romance",Canada,7.9,114,tt3257766,2014,79
Boomers,2014–,Comedy,UK,6.8,240,tt3261308,2014,68
Katie Chats,2011–,Talk-Show,Canada,5.9,45,tt3262006,2011,59
Sindjelici,2013–,Comedy,Serbia,6.4,339,tt3262294,2013,64
Convos with My 2-Year Old,2013–,Comedy,Canada,7.2,100,tt3263484,2013,72
Min arhizeis ti mourmoura,2013–,Comedy,Greece,7.6,716,tt3264772,2013,76
"You, Me & Them",2013–,Comedy,UK,7.4,167,tt3264836,2013,74
The Sixties,2014,"Documentary, History",USA,8.6,"1,031",tt3268200,2014,86
Rãmâi cu mine,2013–,"Drama, Romance",Romania,7.6,178,tt3269748,2013,76
Hadith Alsabah wa Almassaa,2001–2002,Drama,Egypt,8.6,19,tt3271318,2001,86
Jim Henson's Creature Shop Challenge,2014–,Reality-TV,USA,8.1,538,tt3275212,2014,81
Caper,2014–,Comedy,USA,8.1,155,tt3275400,2014,81
La Viuda Negra,2014–,Crime,"Colombia, Mexico, USA",7,141,tt3275706,2014,70
The Moaning of Life,2013–,"Adventure, Comedy, Reality-TV",UK,8.2,"4,335",tt3277670,2013,82
The Pete Holmes Show,2013–,"Comedy, Talk-Show",USA,7.2,497,tt3278316,2013,72
@midnight,2013–2017,"Comedy, Game-Show",USA,7.5,"1,950",tt3279494,2013,75
Bigfoot Files,2015–,Documentary,UK,6.7,95,tt3280972,2015,67
Step Dave,2014–2015,"Comedy, Romance",New Zealand,7.7,210,tt3281630,2014,77
Power,2014–,"Crime, Drama",USA,8.2,"29,642",tt3281796,2014,82
Barna Hedenhös uppfinner julen,2013–,Family,Sweden,7.5,131,tt3282072,2013,75
Barnwood Builders,2013–,Documentary,USA,8,136,tt3286608,2013,80
Neo Magazin,2013–,"Comedy, News",Germany,8.2,847,tt3286728,2013,82
Younger,2015–,"Comedy, Romance",USA,7.8,"13,490",tt3288518,2015,78
Futurescape with James Woods,2013–,Documentary,USA,8.4,150,tt3292510,2013,84
Tim and Eric's Bedtime Stories,2013–,"Comedy, Horror",USA,7.9,"1,337",tt3292726,2013,79
Penn Zero: Part-Time Hero,2014–2017,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",USA,7.9,"1,123",tt3293184,2014,79
Magical Warfare,2014–,"Animation, Action, Fantasy, Romance",Japan,6.5,147,tt3294136,2014,65
Release the Hounds,2013–,"Action, Adventure, Game-Show",UK,6.7,149,tt3294702,2013,67
Have You Been Paying Attention?,2013–,"Comedy, Game-Show",Australia,8.4,260,tt3295542,2013,84
Ben de Özledim,2013–2014,"Comedy, Fantasy",Turkey,8.4,"5,626",tt3296782,2013,84
Tonari no Seki-kun: The Master of Killing Time,2014–,"Animation, Comedy",Japan,7.2,207,tt3296884,2014,72
D-Frag!,2014–,"Animation, Comedy",Japan,7.5,345,tt3296914,2014,75
But I'm Chris Jericho!,2013–,Comedy,Canada,5.7,98,tt3300126,2013,57
Fourth Estate,2013–,Thriller,Bulgaria,8.6,634,tt3301808,2013,86
Eski Hikaye,2013–,Drama,Turkey,7.5,102,tt3303350,2013,75
The Familiar of Zero F,2012–,"Animation, Comedy, Drama",Japan,7.8,256,tt3303944,2012,78
Galavant,2015–2016,"Adventure, Comedy, Fantasy, Musical",USA,8.1,"12,927",tt3305096,2015,81
Hôzuki no Reitetsu,2014–,"Animation, Comedy, Fantasy",Japan,7.3,135,tt3306838,2014,73
Qué pobres tan ricos,2013–2014,Comedy,Mexico,8.3,85,tt3307334,2013,83
Mystery Girls,2014,Comedy,USA,4.2,874,tt3310544,2014,42
Side Effects,2013–,"Drama, Musical",USA,7.9,137,tt3311936,2013,79
Ever After High,2013–2016,Animation,Canada,8,509,tt3312378,2013,80
Camp WWE,2016–,"Animation, Comedy",USA,6.8,398,tt3312822,2016,68
Eigen Kweek,2013–,Drama,Belgium,7.9,977,tt3313722,2013,79
UnREAL,2015–2018,Drama,USA,7.9,"11,887",tt3314218,2015,79
The Lottery,2014,Sci-Fi,USA,6.1,"1,858",tt3314228,2014,61
Prey,2014–2015,"Crime, Drama, Thriller",UK,7.2,"2,483",tt3315020,2014,72
Shitsuren Chocolatier,2014–,Romance,Japan,7.5,42,tt3315384,2014,75
Aramizda Kalsin,2013–,"Comedy, Drama, Romance",Turkey,7.1,206,tt3315852,2013,71
Rodeo Girls,2013–2014,Reality-TV,USA,3.9,112,tt3317020,2013,39
Short Poppies,2014,Comedy,New Zealand,7.9,602,tt3317064,2014,79
Chop Shop,2014–,Action,USA,5.3,127,tt3319538,2014,53
George Clarke's Amazing Spaces,2012–,Documentary,UK,7.7,151,tt3321546,2012,77
Iron Fist,2017–2018,"Action, Adventure, Crime, Fantasy, Sci-Fi",USA,6.6,"97,740",tt3322310,2017,66
Daredevil,2015–2018,"Action, Crime, Drama, Fantasy, Sci-Fi, Thriller",USA,8.7,"322,344",tt3322312,2015,87
Luke Cage,2016–2018,"Action, Crime, Drama, Sci-Fi, Thriller",USA,7.4,"101,630",tt3322314,2016,74
Empress Ki,2013–,"Action, Drama, Romance",South Korea,8.6,903,tt3322566,2013,86
Redesign My Brain,2013–,Documentary,Australia,8.5,94,tt3322570,2013,85
Bordertown,2016,"Animation, Comedy",USA,5.3,"2,466",tt3323254,2016,53
Drifters,2013–2016,Comedy,UK,7,861,tt3323824,2013,70
Ultimate Airport Dubai,2013–,Documentary,UK,7.5,208,tt3324124,2013,75
Tvillingerne & Julemanden,2013,"Comedy, Drama, Family",Denmark,6.1,80,tt3324684,2013,61
Nazi Mega Weapons,2013–,"Documentary, History, War",USA,8,352,tt3325692,2013,80
Breaking News med Filip och Fredrik,2011–,Talk-Show,Sweden,6.2,45,tt3325866,2011,62
Unusually Thicke,2014–,"Comedy, Reality-TV","Canada, USA",2.5,104,tt3326032,2014,25
Nyukhach,2013–,"Action, Crime, Drama",Ukraine,7.3,948,tt3326054,2013,73
A Foreign Exchange Love,2014–,Comedy,USA,8.4,32,tt3327644,2014,84
Crackanory,2013–,"Comedy, Drama",UK,7.1,119,tt3328268,2013,71
Dva ottsa i dva syna,2013–,Comedy,Russia,7.8,36,tt3329488,2013,78
The Last Leg,2012–,"Comedy, News, Talk-Show",UK,7.6,646,tt3330720,2012,76
Wahlburgers,2014–,Reality-TV,USA,6.9,"1,417",tt3333880,2014,69
Close Encounters,2014–,Action,Canada,6.7,112,tt3335176,2014,67
From Dusk Till Dawn: The Series,2014–2016,"Action, Crime, Horror",USA,7,"17,351",tt3337194,2014,70
Backchat,2013–,Talk-Show,UK,7.2,82,tt3337938,2013,72
Unbreakable Kimmy Schmidt,2015–2019,"Comedy, Drama",USA,7.7,"53,809",tt3339966,2015,77
19-2,2014–,"Crime, Drama",Canada,8.2,"1,745",tt3340712,2014,82
I Need Romance,2011–,Romance,South Korea,7,76,tt3340752,2011,70
Bible Secrets Revealed,2013–,"Documentary, Biography, Drama",USA,7.2,106,tt3341382,2013,72
Orange County Choppers,2013–,Reality-TV,USA,5.4,131,tt3341456,2013,54
Just Passing Through,2013–,Comedy,Canada,3.4,135,tt3341494,2013,34
Witch Craft Works,2014–,"Animation, Action, Comedy, Fantasy, Romance",Japan,6.9,176,tt3341534,2014,69
Benched,2014,Comedy,USA,7.2,"2,303",tt3342592,2014,72
Baby Steps,2014–,"Animation, Comedy, Romance, Sport",Japan,7.9,217,tt3342720,2014,79
Miss Friman's War,2013–,"Comedy, Drama",Sweden,7.7,625,tt3342990,2013,77
Bully's Sitcom,2013–,Comedy,Germany,3.3,167,tt3343432,2013,33
Railroad Alaska,2013–,,UK,7.3,214,tt3343582,2013,73
Dos Lunas,2014–,Drama,Mexico,8.2,98,tt3345374,2014,82
Pretty Boy,2013–,"Comedy, Romance",South Korea,6.7,245,tt3350766,2013,67
Sin identidad,2014–2015,Drama,Spain,7.6,380,tt3351126,2014,76
Long Way Down & Long Way Round,2004–,,,8.9,89,tt3351392,2004,89
O Beijo do Escorpião,2014–,"Comedy, Drama, Romance",Portugal,7.8,68,tt3351520,2014,78
Siskonpeti,2014–,Comedy,Finland,6.8,39,tt3352506,2014,68
Dexpedition,2011–2012,"Comedy, Reality-TV",Norway,8.1,141,tt3354880,2011,81
Chefs,2015–,Drama,France,7.2,109,tt3355142,2015,72
Marry Him If You Dare,2013–,"Comedy, Fantasy, Romance",South Korea,6.2,149,tt3357418,2013,62
Reply 1994,2013,"Comedy, Drama, Romance",South Korea,7.9,507,tt3357586,2013,79
Parasyte: The Maxim,2014–2015,"Animation, Action, Horror, Romance, Sci-Fi, Thriller",Japan,8.4,"16,250",tt3358020,2014,84
Engaged to the Unidentified,2014–,"Animation, Comedy, Romance",,7.2,140,tt3358240,2014,72
Spooked,2014–,"Comedy, Horror, Sci-Fi",USA,7.4,159,tt3359196,2014,74
Topsy and Tim,2013–,Family,UK,6.6,114,tt3364206,2013,66
The Royals,2013–,Documentary,UK,6.7,105,tt3366542,2013,67
Soul Mates,2014–,"Comedy, Fantasy",Australia,7.7,319,tt3370324,2014,77
Under the Gunn,2014,Reality-TV,,6.6,341,tt3371194,2014,66
Sana Bir Sir Verecegim,2013–,"Drama, Mystery, Romance",Turkey,7,94,tt3371332,2013,70
Can You Hear My Heart?,2011–,"Drama, Romance",South Korea,7.9,119,tt3375852,2011,79
ATM 2: Koo ver Error Er Rak,2013–,"Comedy, Romance",Thailand,8,142,tt3376530,2013,80
Beauty and the Baker,2013–,"Comedy, Romance",Israel,8.1,542,tt3377134,2013,81
Sex on //,2014–,Documentary,USA,5.9,115,tt3382570,2014,59
Let's Eat,2013–,"Comedy, Romance",South Korea,7.8,314,tt3385484,2013,78
Initial D: Fifth Stage,2012–2013,Animation,Japan,8.2,285,tt3385538,2012,82
The Last Tycoon,2016–2017,Drama,USA,7.8,"3,807",tt3390892,2016,78
Impractical Jokers: Dirty Little Secrets,2013–,,,8.6,46,tt3392580,2013,86
Riddle Story of Devil,2014–,"Animation, Action, Thriller",Japan,6.4,245,tt3396572,2014,64
Marsman,2014–,Drama,Belgium,8,139,tt3396596,2014,80
Uncovering Aliens,2013–,Reality-TV,USA,3.9,150,tt3398108,2013,39
BoJack Horseman,2014–,"Animation, Comedy, Drama",USA,8.5,"66,111",tt3398228,2014,85
Ottepel,2013–,Drama,Russia,8,269,tt3398314,2013,80
Haikyuu!!,2014–2017,"Animation, Comedy, Drama, Sport",Japan,8.7,"3,541",tt3398540,2014,87
Knights of Sidonia,2014–,"Animation, Action, Adventure, Sci-Fi, Thriller",Japan,7.8,"3,549",tt3398976,2014,78
Hamatora,2014–,"Animation, Action, Fantasy",Japan,7.1,199,tt3399706,2014,71
Comedy Nights with Kapil,2013–,"Comedy, Talk-Show",India,8.3,"3,970",tt3402548,2013,83
Benefits Street,2014–,Documentary,UK,5.7,105,tt3406870,2014,57
Hollywood Hillbillies,2014–,Reality-TV,USA,4.4,233,tt3408722,2014,44
The Capones,2014–,Reality-TV,USA,5.4,103,tt3408784,2014,54
Por Ahora,2013–,Comedy,Argentina,8.2,99,tt3408880,2013,82
Complications,2015,"Crime, Drama, Thriller",USA,7.2,"2,312",tt3410350,2015,72
IMDb: What to Watch,2013–,Documentary,USA,6.5,632,tt3412000,2013,65
Rush,2014,"Action, Drama",Canada,7.7,"5,223",tt3413236,2014,77
Sex Sent Me to the ER,2013–,"Documentary, Comedy, Drama",USA,5.5,298,tt3415250,2013,55
Maji de Watashi ni Koi Shinasai!,2011–2012,Animation,Japan,6,106,tt3416460,2011,60
Kuuchuu Buranko,2009–,"Animation, Comedy, Drama",Japan,7.7,103,tt3417500,2009,77
The Life of Rock with Brian Pern,2014–,Comedy,UK,7.9,219,tt3418252,2014,79
Kaçak,2013–2015,"Action, Crime, Drama",Turkey,6.7,402,tt3418430,2013,67
Kim of Queens,2013–,Reality-TV,USA,6.6,215,tt3420176,2013,66
Texas Flip N' Move,2015–,Reality-TV,USA,6.4,141,tt3422854,2015,64
Still Open All Hours,2013–,Comedy,UK,6.5,"1,054",tt3425318,2013,65
Jodha Akbar,2013–,"Action, Drama, History, Romance",India,6,357,tt3426342,2013,60
House of Fools,2014–2015,Comedy,UK,7.3,966,tt3426990,2014,73
In the Club,2014–,Drama,UK,7.4,426,tt3428478,2014,74
Happy Valley,2014–,"Crime, Drama",UK,8.5,"26,480",tt3428912,2014,85
"Dude, You're Screwed",2013–,Reality-TV,USA,7.6,415,tt3431238,2013,76
Manhunt,2014–,Reality-TV,USA,8,269,tt3432424,2014,80
Dragonar Academy,2014–,"Animation, Action, Comedy, Fantasy, Romance",Japan,7,232,tt3432596,2014,70
The Neighbors,2014–,Comedy,USA,3.1,408,tt3432810,2014,31
Comedy Woman,2008–,Comedy,Russia,4.3,6,tt3433050,2008,43
Buddha: Rajaon ka Raja,2013–,Biography,India,8.6,68,tt3433480,2013,86
Raised by Wolves,2013–,Comedy,UK,8.3,"1,085",tt3434132,2013,83
The McCarthys,2014–2015,Comedy,USA,6.3,"1,459",tt3434378,2014,63
Happy Tree Friends,1999–,"Animation, Comedy",USA,7.6,461,tt3437626,1999,76
Tattoos After Dark,2014–,Reality-TV,USA,6.2,109,tt3440432,2014,62
Capital Part1,2012–2013,Family,Iran,8.1,126,tt3440780,2012,81
Some Assembly Required,2014–,"Comedy, Family",Canada,3.6,360,tt3441810,2014,36
Every Witch Way,2014–2018,"Comedy, Drama, Family, Fantasy, Romance",USA,4.9,"1,549",tt3443274,2014,49
The Qwaser of Stigmata,2010–2011,"Animation, Action, Comedy",Japan,5.4,159,tt3443306,2010,54
Mushishi: Zoku-Sho,2014–,"Animation, Drama, Fantasy",Japan,8.9,"1,322",tt3443522,2014,89
"Worst Year of My Life, Again!",2014–,Comedy,Australia,7.5,159,tt3444278,2014,75
Family Outing,2008–2010,Game-Show,South Korea,8.7,103,tt3444304,2008,87
The Tonight Show Starring Jimmy Fallon,2014–,"Comedy, Music, Talk-Show",USA,7.4,"13,852",tt3444938,2014,74
Wolf Watch,2014–,Talk-Show,USA,7.9,141,tt3445404,2014,79
Neste Sommer,2014–,Comedy,Norway,7.7,316,tt3446786,2014,77
Siblings,2014–2016,Comedy,UK,7.1,"1,069",tt3449528,2014,71
Murder Comes to Town,2014–,"Documentary, Crime, Mystery",USA,7.6,250,tt3450150,2014,76
Ctvrtá hvezda,2014–,Comedy,Czech Republic,8,102,tt3450288,2014,80
Prípady 1. oddelení,2014–,"Crime, Drama",Czech Republic,8.3,72,tt3450368,2014,83
Appalachian Outlaws,2014–,,,5.6,204,tt3451690,2014,56
Soul Eater Not!,2014,"Animation, Action, Comedy",Japan,6.3,270,tt3453204,2014,63
The Hotwives of Orlando,2014–,Comedy,USA,7.5,674,tt3453512,2014,75
HitRECord on TV,2014–,,USA,8.3,"1,066",tt3453566,2014,83
Party Down South,2014–,Reality-TV,,5.8,426,tt3454468,2014,58
The Curse of Oak Island,2014–,Reality-TV,USA,7,"3,044",tt3455408,2014,70
"No, You Shut Up!",2013–,"Comedy, News, Talk-Show",USA,7.8,134,tt3455890,2013,78
A Teia,2014–,"Action, Crime, Thriller",Brazil,7.2,301,tt3456160,2014,72
Starting From... Now,2014–2016,Drama,Australia,7.2,176,tt3456370,2014,72
Fat Tony & Co,2014–,Crime,Australia,7.2,367,tt3457530,2014,72
Magic Kaito,2010–2012,"Animation, Adventure, Comedy",Japan,8.1,92,tt3459088,2010,81
Marry Me,2014–2015,"Comedy, Romance",USA,6.4,"3,062",tt3460454,2014,64
Speed with Guy Martin,2013–,Documentary,UK,8.6,175,tt3460586,2013,86
Manga Mito Kômon,1981–1982,"Animation, History",Japan,7.9,18,tt3462310,1981,79
Chasing Monsters,2015–,"Adventure, Drama",Canada,7.7,153,tt3463274,2015,77
Do or Die,2014–,Reality-TV,USA,7.5,128,tt3463348,2014,75
Web of Lies,2014–,"Documentary, Crime",,8,447,tt3463426,2014,80
Welcome to Sweden,2014–2015,Comedy,"Sweden, USA",6.6,"4,658",tt3463606,2014,66
WWE Legends' House,2014–,Reality-TV,USA,7.9,197,tt3464916,2014,79
Hillbilly Horror Show,2014–,"Comedy, Horror",USA,8.1,451,tt3465580,2014,81
Friday Night Tykes,2014–,Reality-TV,USA,6.8,284,tt3467018,2014,68
Kurt Seyit ve Sura,2014,"Drama, History, Romance, War",Turkey,6.7,"2,437",tt3467380,2014,67
Harem,2012–,Comedy,Turkey,3.9,126,tt3467414,2012,39
Pis Yedili,2011–,Comedy,Turkey,2.7,85,tt3467416,2011,27
Autopsy: The Last Hours of,2014–,"Documentary, Biography, Mystery",UK,7.9,372,tt3468046,2014,79
Baskets,2016–,"Comedy, Drama",USA,7.5,"8,466",tt3468798,2016,75
90 Day Fiancé,2014–,"Reality-TV, Romance",USA,6,620,tt3469050,2014,60
You Who Came from the Stars,2013–2014,"Comedy, Drama, Romance, Sci-Fi",South Korea,8.3,"5,137",tt3469052,2013,83
"Play It Again, Dick",2014–,Comedy,USA,7.4,583,tt3469916,2014,74
Chopped Canada,2014–,Reality-TV,Canada,5.6,156,tt3470148,2014,56
Celblok H,2014–2017,"Crime, Drama",Netherlands,7.4,224,tt3471980,2014,74
The Next Great Starship,2014–,Reality-TV,USA,7.7,111,tt3472850,2014,77
Off Camera with Sam Jones,2014–,Talk-Show,USA,8.4,192,tt3473134,2014,84
The Rebels,2014–,Comedy,USA,7.8,845,tt3473724,2014,78
Mekakucity Actors,2014–,Animation,Japan,6.7,270,tt3475064,2014,67
The Kitchen,2014–,Family,USA,6.4,226,tt3475084,2014,64
Agent Carter,2015–2016,"Action, Adventure, Sci-Fi",USA,8,"65,099",tt3475734,2015,80
The Slap,2015–,Drama,USA,6.1,"2,985",tt3476576,2015,61
Saheb El Saada,2014–,Drama,Egypt,6.8,116,tt3477676,2014,68
